created_at,created_at_stamp,favorite_count,is_retweet,name,retweet_count,screen_name,text,tweet_id,tweet_url,utc_offset
Wed May 31 18:50:00 +0000 2017,2017-05-31 18:50:00,18,0,The Independent,3,Independent,"To help this guy remember how he got home, these police officers took an epic selfie https://t.co/R7gCarS3Yj",869989356437610497,https://twitter.com/Independent/status/869989356437610497,3600
Wed May 31 18:49:18 +0000 2017,2017-05-31 18:49:18,35,0,The Telegraph,27,Telegraph,Amber Rudd tells Jeremy Corbyn: There is no magic money tree #BBCDebate https://t.co/sY7diqnNU6 https://t.co/9URjgYYsZy,869989176770428932,https://twitter.com/Telegraph/status/869989176770428932,3600
Wed May 31 18:49:08 +0000 2017,2017-05-31 18:49:08,298,0,Washington Post,423,washingtonpost,Jared Kushner and his partners used a program meant for job-starved areas to build a luxury skyscraper https://t.co/DfixNEmr54,869989136064593920,https://twitter.com/washingtonpost/status/869989136064593920,-14400
Wed May 31 18:48:27 +0000 2017,2017-05-31 18:48:27,372,0,CNN,94,CNN,Gal Gadot hopes her portrayal of iconic female superhero Wonder Woman inspires some positivity in the world… https://t.co/GJNvfxnv4s,869988964957945856,https://twitter.com/CNN/status/869988964957945856,-14400
Wed May 31 18:47:16 +0000 2017,2017-05-31 18:47:16,14,0,The Guardian,21,guardian,Malaysia Airlines plane forced to turn back after man tries to enter cockpit https://t.co/kwjbQcjVdE,869988667997245441,https://twitter.com/guardian/status/869988667997245441,3600
Wed May 31 18:46:50 +0000 2017,2017-05-31 18:46:50,2,0,MSN UK,0,msnuk,Cockpit bomb scare forces plane to turn back https://t.co/PCZgeGwksS https://t.co/dqwcUbdys5,869988556306915329,https://twitter.com/msnuk/status/869988556306915329,3600
Wed May 31 18:46:38 +0000 2017,2017-05-31 18:46:38,17,0,Bloomberg,13,business,Disgraced former math teacher is accused of $70 million N.Y. fraud https://t.co/LTw9JEqRB9 https://t.co/sIrU0hysX6,869988507472846848,https://twitter.com/business/status/869988507472846848,-14400
Wed May 31 18:46:08 +0000 2017,2017-05-31 18:46:08,18,0,The Guardian,24,guardian,Police take away passenger who tried to enter Malaysia Airlines cockpit – video https://t.co/JyzqxNFazi,869988383786909697,https://twitter.com/guardian/status/869988383786909697,3600
Wed May 31 18:46:07 +0000 2017,2017-05-31 18:46:07,320,0,BBC News (UK),260,BBCNews,"""Theresa May might be sizing up your house to pay for your social care"" - Farron on May's #BBCDebate absence… https://t.co/O3QuJQouB1",869988376635625472,https://twitter.com/BBCNews/status/869988376635625472,3600
Wed May 31 18:45:38 +0000 2017,2017-05-31 18:45:38,14,0,The Telegraph,10,Telegraph,Jeremy Corbyn: Labour would ask those with the most to pay more tax #BBCDebate https://t.co/sY7diqnNU6 https://t.co/qWaq2Ndb1R,869988255672020992,https://twitter.com/Telegraph/status/869988255672020992,3600
Wed May 31 18:45:25 +0000 2017,2017-05-31 18:45:25,21,0,Al Jazeera English,29,AJEnglish,"Jeremy Christian, the white supremacist who killed two men in Portland during an anti-Muslim rant, appears in court… https://t.co/xbPHszwA8b",869988200898584577,https://twitter.com/AJEnglish/status/869988200898584577,3600
Wed May 31 18:45:05 +0000 2017,2017-05-31 18:45:05,36,0,TIME,23,TIME,How household chemicals can hurt young girls' health https://t.co/RD7nFnnXk0,869988119067676672,https://twitter.com/TIME/status/869988119067676672,-14400
Wed May 31 18:45:01 +0000 2017,2017-05-31 18:45:01,3,0,The Telegraph,3,Telegraph,"The 10 worst airline PR disasters of all time – where does BA's meltdown rank?
https://t.co/8TxWuN98ou https://t.co/NiTyzEtIdy",869988099937447936,https://twitter.com/Telegraph/status/869988099937447936,3600
Wed May 31 18:44:44 +0000 2017,2017-05-31 18:44:44,0,1,The Independent,14,Independent,RT @IndyFootball: Atletico Madrid confident they can hold onto Antoine Griezmann as club considers new contract offer | @MiguelDelaney http…,869988028701454340,https://twitter.com/Independent/status/869988028701454340,3600
Wed May 31 18:43:03 +0000 2017,2017-05-31 18:43:03,36,0,BBC News (UK),18,BBCNews,Paul Nuttall's opening remarks at #BBCDebate https://t.co/h9Ad0bpZ7a https://t.co/DVz8URqroB,869987606762635264,https://twitter.com/BBCNews/status/869987606762635264,3600
Wed May 31 18:43:00 +0000 2017,2017-05-31 18:43:00,60,0,The Independent,39,Independent,Five European Prime Ministers posed in a photo to mock Donald Trump https://t.co/M8hkFPwqAI,869987594112839680,https://twitter.com/Independent/status/869987594112839680,3600
Wed May 31 18:42:53 +0000 2017,2017-05-31 18:42:53,64,0,BBC News (UK),38,BBCNews,"Scotland need ""strong SNP voices in Westminster"", SNP's Angus Robertson says

https://t.co/3UgzdU67uv #BBCDebate… https://t.co/0iAw9yZie2",869987564651859969,https://twitter.com/BBCNews/status/869987564651859969,3600
Wed May 31 18:42:32 +0000 2017,2017-05-31 18:42:32,74,0,Washington Post,60,washingtonpost,Perspective: We asked our readers to draw messages for Trump. Here are the best ones. https://t.co/0npkDWKlFf,869987475451543552,https://twitter.com/washingtonpost/status/869987475451543552,-14400
Wed May 31 18:42:21 +0000 2017,2017-05-31 18:42:21,12,0,Bloomberg,9,business,Whirlpool is renewing allegations that its South Korean rivals illegally undercut prices on washing machines… https://t.co/kM71Diu1zz,869987431537364993,https://twitter.com/business/status/869987431537364993,-14400
Wed May 31 18:42:19 +0000 2017,2017-05-31 18:42:19,7,0,The Telegraph,8,Telegraph,Amber Rudd: Jeremy Corbyn has no plan for #Brexit #BBCDebate https://t.co/sY7diqnNU6 https://t.co/14h7zvm6sU,869987419348770816,https://twitter.com/Telegraph/status/869987419348770816,3600
Wed May 31 18:42:04 +0000 2017,2017-05-31 18:42:04,659,0,CNN,284,CNN,"Portland stabbing survivor Micah Fletcher on why he intervened in train incident: ""It was the right thing to do""… https://t.co/Vcf5j8Ou2p",869987356631236608,https://twitter.com/CNN/status/869987356631236608,-14400
Wed May 31 18:42:01 +0000 2017,2017-05-31 18:42:01,1,0,The Sun,1,TheSun,Businesswoman on Tinder tells men ‘don’t have sex with black women just to tick us off your bucket list’… https://t.co/ZDDaF3KsN9,869987345503666176,https://twitter.com/TheSun/status/869987345503666176,3600
Wed May 31 18:41:48 +0000 2017,2017-05-31 18:41:48,0,1,The Associated Press,28,AP,RT @APEastRegion: Feds: 19 people involved with Luchese crime family indicted in New York organized crime investigation https://t.co/jM3iY4…,869987290638159874,https://twitter.com/AP/status/869987290638159874,-14400
Wed May 31 18:41:29 +0000 2017,2017-05-31 18:41:29,1,0,The Sun,2,TheSun,British couple who sold their under-age daughters for sex to a friend found hiding in a shed https://t.co/3NkcPZgRba https://t.co/CVWdpIKnvU,869987209650122754,https://twitter.com/TheSun/status/869987209650122754,3600
Wed May 31 18:41:28 +0000 2017,2017-05-31 18:41:28,19,0,The Telegraph,45,Telegraph,Malaysia Airlines flight returns to Melbourne after passenger tries to enter cockpit 'and hijack plane'… https://t.co/lrUQBj7EKH,869987208417034241,https://twitter.com/Telegraph/status/869987208417034241,3600
Wed May 31 18:40:18 +0000 2017,2017-05-31 18:40:18,427,0,BBC News (UK),256,BBCNews,"""Tonight I am here"" - Jeremy Corbyn's opening remarks at #BBCDebate  https://t.co/h9Ad0bpZ7a https://t.co/UsbjmPryCA",869986913356103681,https://twitter.com/BBCNews/status/869986913356103681,3600
Wed May 31 18:40:13 +0000 2017,2017-05-31 18:40:13,68,0,USA TODAY,31,USATODAY,Kathy Griffin's sickening Donald Trump stunt united us: Column https://t.co/9t3gIG9KYh via @USATOpinion,869986891545890816,https://twitter.com/USATODAY/status/869986891545890816,-14400
Wed May 31 18:40:12 +0000 2017,2017-05-31 18:40:12,35,0,Wall Street Journal,25,WSJ,"A cleric apparently captured by ISIS pleaded in a video for his life and the lives of 200 other captives
https://t.co/w4suJUL1a7",869986889494921216,https://twitter.com/WSJ/status/869986889494921216,-14400
Wed May 31 18:40:07 +0000 2017,2017-05-31 18:40:07,28,0,Los Angeles Times,19,latimes,"Two decades ago, Washington state Republicans repealed &amp; replaced the healthcare overhaul there. It didn't end well… https://t.co/2obgzyp0et",869986868493930496,https://twitter.com/latimes/status/869986868493930496,-25200
Wed May 31 18:39:25 +0000 2017,2017-05-31 18:39:25,42,0,BBC News (UK),27,BBCNews,"Who should be in Number 10? Amber Rudd, for the Conservatives, asks 

https://t.co/3UgzdU67uv #BBCDebate #GE2017 https://t.co/CUhQRRTAc5",869986691158745088,https://twitter.com/BBCNews/status/869986691158745088,3600
Wed May 31 18:39:24 +0000 2017,2017-05-31 18:39:24,133,0,Wall Street Journal,91,WSJ,Comey will say Trump asked him to back off Flynn probe in expected testimony before Senate panel https://t.co/hImN0cuYQo,869986688294166528,https://twitter.com/WSJ/status/869986688294166528,-14400
Wed May 31 18:38:13 +0000 2017,2017-05-31 18:38:13,12,0,Bloomberg,13,business,Manhattan's Billionaires' Row sees its first foreclosure https://t.co/ZZcpru9gV6,869986391148646403,https://twitter.com/business/status/869986391148646403,-14400
Wed May 31 18:38:12 +0000 2017,2017-05-31 18:38:12,0,1,The Associated Press,24,AP,RT @APCentralRegion: Authorities find body of woman likely trying to reach Canada on foot via a remote part of #Minnesota. https://t.co/unv…,869986386866298881,https://twitter.com/AP/status/869986386866298881,-14400
Wed May 31 18:38:10 +0000 2017,2017-05-31 18:38:10,162,0,The New York Times,93,nytimes,"What do ""pneumonia"" and ""giraffe"" have in common? They're among America's most misspelled words, Google suggests. https://t.co/Cl8XKjxdxC",869986377689165825,https://twitter.com/nytimes/status/869986377689165825,-14400
Wed May 31 18:38:09 +0000 2017,2017-05-31 18:38:09,1,0,The Boston Globe,8,BostonGlobe,"If you're in Western or Central Massachusetts, you could face severe thunderstorms until 10 p.m., MEMA says.… https://t.co/5RuKRZPo04",869986372978790400,https://twitter.com/BostonGlobe/status/869986372978790400,-14400
Wed May 31 18:38:01 +0000 2017,2017-05-31 18:38:01,8,0,CNET,4,CNET,"Look for a ""bold"" new #Motorola phone on Thursday https://t.co/MmDZZGGB3Z https://t.co/KpU7i94NSe",869986340980441089,https://twitter.com/CNET/status/869986340980441089,-25200
Wed May 31 18:37:53 +0000 2017,2017-05-31 18:37:53,0,1,Sky News,21,SkyNews,"RT @SkyNewsTonight: Theresa May has been accused of running scared, being the only major party leader not to appear in a televised debate #…",869986304620208129,https://twitter.com/SkyNews/status/869986304620208129,3600
Wed May 31 18:37:17 +0000 2017,2017-05-31 18:37:17,0,1,The Guardian,53,guardian,"RT @dansabbagh: Amber Rudd asks BBC viewers if they want ""T May and her team"". Viewers might want the PM to turn up. And debate https://t.c…",869986155856637956,https://twitter.com/guardian/status/869986155856637956,3600
Wed May 31 18:36:59 +0000 2017,2017-05-31 18:36:59,45,0,BBC News (UK),35,BBCNews,Plaid Cymru's Leanne Wood sets out her stall as the #BBCDebate begins https://t.co/3UgzdU67uv #GE2017 https://t.co/DedIeIuIoO,869986081239846913,https://twitter.com/BBCNews/status/869986081239846913,3600
Wed May 31 18:36:26 +0000 2017,2017-05-31 18:36:26,10,0,The Telegraph,5,Telegraph,The #BBCDebate is now underway https://t.co/sY7diqnNU6 https://t.co/ikNr1N0nxa,869985939552129025,https://twitter.com/Telegraph/status/869985939552129025,3600
Wed May 31 18:35:40 +0000 2017,2017-05-31 18:35:40,12,0,CNET,3,CNET,This 8-bit #WonderWoman trailer by @joblocom is the best! https://t.co/61TaL02xiP https://t.co/0Px5oxcH0z,869985749868978180,https://twitter.com/CNET/status/869985749868978180,-25200
Wed May 31 18:35:14 +0000 2017,2017-05-31 18:35:14,957,0,CNN,418,CNN,“A covfefe is a yiddish term for 'I gotta go to bed now’: Sen. @AlFranken explains Trump's late-night mystery tweet… https://t.co/ze8tvpFA4U,869985637474160649,https://twitter.com/CNN/status/869985637474160649,-14400
Wed May 31 18:35:09 +0000 2017,2017-05-31 18:35:09,19,0,Washington Post,13,washingtonpost,"The biggest loser from TPP’s demise is in town, and Trump is offering a small consolation https://t.co/panz5ko2jm",869985616565387264,https://twitter.com/washingtonpost/status/869985616565387264,-14400
Wed May 31 18:35:04 +0000 2017,2017-05-31 18:35:04,20,0,USA TODAY,16,USATODAY,The luxury retail sector's struggles are bludgeoning Michael Kors. https://t.co/KcKHwDTabz,869985597250785283,https://twitter.com/USATODAY/status/869985597250785283,-14400
Wed May 31 18:35:01 +0000 2017,2017-05-31 18:35:01,7,0,The Independent,6,Independent,17 of the best #TheresaMayGifs https://t.co/SpmSd3dS7B,869985583162118149,https://twitter.com/Independent/status/869985583162118149,3600
Wed May 31 18:34:46 +0000 2017,2017-05-31 18:34:46,0,1,USA TODAY,10,USATODAY,"RT @DonnaLeinwand: What goes 430,000 miles per hour? NASA's new https://t.co/qebOpsUTiq's where it's going to go: https://t.co/9JVCLiBAD3",869985520444690432,https://twitter.com/USATODAY/status/869985520444690432,-14400
Wed May 31 18:34:34 +0000 2017,2017-05-31 18:34:34,2,0,The Sun,2,TheSun,Why all new mums should chew GUM three times a day after a C-section https://t.co/4Z5EHIs7gH https://t.co/2sWqCTkHW5,869985469622362114,https://twitter.com/TheSun/status/869985469622362114,3600
Wed May 31 18:34:31 +0000 2017,2017-05-31 18:34:31,40,0,The Guardian,35,guardian,Jeremy Corbyn arrives for BBC election debate with other leaders but not Theresa May – live https://t.co/ULo5ugcsfx,869985458046070786,https://twitter.com/guardian/status/869985458046070786,3600
Wed May 31 18:33:45 +0000 2017,2017-05-31 18:33:45,0,1,Los Angeles Times,2,latimes,RT @latimesent: We're live with @mrmattwalsh of @VeepHBO! Watch it here: https://t.co/aTF7ZtaBck Send him questions #askLATimes https://t.c…,869985264822833152,https://twitter.com/latimes/status/869985264822833152,-25200
Wed May 31 18:33:43 +0000 2017,2017-05-31 18:33:43,10,0,Bloomberg,5,business,Bulgaria's new finance minister wants the EU to expand further to make the Balkans stable https://t.co/jyPIYhOdhy https://t.co/buiq0rG7Kp,869985255935008768,https://twitter.com/business/status/869985255935008768,-14400
Wed May 31 18:32:03 +0000 2017,2017-05-31 18:32:03,103,0,Washington Post,91,washingtonpost,A senior Interior official retires after investigators find he sexually harassed multiple women https://t.co/88QiypiIwN,869984838614261760,https://twitter.com/washingtonpost/status/869984838614261760,-14400
Wed May 31 18:32:02 +0000 2017,2017-05-31 18:32:02,48,0,Washington Post,48,washingtonpost,Opinion: Venezuela must take a step toward freedom https://t.co/26ppyupT9O,869984833170223104,https://twitter.com/washingtonpost/status/869984833170223104,-14400
Wed May 31 18:31:49 +0000 2017,2017-05-31 18:31:49,24,0,The Independent,29,Independent,UK must stop deporting asylum seekers to Afghanistan as a 'matter of life and death https://t.co/GmR5B2Lv8O,869984779269271552,https://twitter.com/Independent/status/869984779269271552,3600
Wed May 31 18:31:31 +0000 2017,2017-05-31 18:31:31,19,0,The Telegraph,7,Telegraph,Prince Philip hosts London Youth in the Garden at Buckingham Palace https://t.co/MADJxPuzao https://t.co/9lorXJxXDA,869984705202016257,https://twitter.com/Telegraph/status/869984705202016257,3600
Wed May 31 18:31:30 +0000 2017,2017-05-31 18:31:30,0,1,The Associated Press,50,AP,RT @AP_Oddities: Police say a Pennsylvania man repeatedly called 911 while intoxicated because he was seeking conversation. https://t.co/hp…,869984700911243273,https://twitter.com/AP/status/869984700911243273,-14400
Wed May 31 18:31:18 +0000 2017,2017-05-31 18:31:18,0,0,SFGate,3,SFGate,Man arrested in fatal Lake County shooting of daughter https://t.co/RsUOL6xXal https://t.co/MJId4Cmt2i,869984649258213377,https://twitter.com/SFGate/status/869984649258213377,-25200
Wed May 31 18:31:08 +0000 2017,2017-05-31 18:31:08,0,0,SFGate,1,SFGate,Man sitting on Bay Bridge shuts down two westbound lanes https://t.co/tQEvp8WVk2 https://t.co/HN5N8kaa4c,869984608724541444,https://twitter.com/SFGate/status/869984608724541444,-25200
Wed May 31 18:31:06 +0000 2017,2017-05-31 18:31:06,1,0,SFGate,4,SFGate,Principal accused of firing BB gun at students resigns https://t.co/apbsSbX3YS https://t.co/zEbBbJsduy,869984597936807937,https://twitter.com/SFGate/status/869984597936807937,-25200
Wed May 31 18:31:05 +0000 2017,2017-05-31 18:31:05,64,0,The Associated Press,54,AP,"Veterans Affairs Secretary David Shulkin warns the VA is 'still in critical condition,' lots of work still to do. https://t.co/H0cxSoS5ci",869984595462295552,https://twitter.com/AP/status/869984595462295552,-14400
Wed May 31 18:30:28 +0000 2017,2017-05-31 18:30:28,0,1,The Guardian,29,guardian,"RT @GdnPolitics: Live: #BBCdebate with Corbyn, Not May, Leanne Wood, Natalie Nuttall, Angus Robertson, Caroline Lucas &amp; Tim Farron https://…",869984437622198278,https://twitter.com/guardian/status/869984437622198278,3600
Wed May 31 18:30:25 +0000 2017,2017-05-31 18:30:25,92,0,ABC News,31,ABC,Mom organizes State Trooper dance in honor of 4-year-old daughter who died of rare cancer. https://t.co/PJwbVV8poH https://t.co/5fJ7j65mLO,869984428205985809,https://twitter.com/ABC/status/869984428205985809,-14400
Wed May 31 18:30:21 +0000 2017,2017-05-31 18:30:21,45,0,BBC News (UK),74,BBCNews,"Our #GE2017 debate coverage with @MishalHusainBBC 
is LIVE now on Twitter

🕢 7:30pm BST
👀 https://t.co/mPZikeDJz1  
💬  #bbcdebate",869984408836624384,https://twitter.com/BBCNews/status/869984408836624384,3600
Wed May 31 18:30:18 +0000 2017,2017-05-31 18:30:18,45,0,TIME,12,TIME,100 super healthy and filling foods https://t.co/H5UTB2v28M,869984398279626756,https://twitter.com/TIME/status/869984398279626756,-14400
Wed May 31 18:30:18 +0000 2017,2017-05-31 18:30:18,32,0,Wall Street Journal,10,WSJ,Two-career quandary for a Nebraska couple: Who gets to run for Congress? https://t.co/0zmRpGAYtb,869984396278935552,https://twitter.com/WSJ/status/869984396278935552,-14400
Wed May 31 18:30:04 +0000 2017,2017-05-31 18:30:04,70,0,Al Jazeera English,38,AJEnglish,Pizza is helping inmates prepare for a world outside of prison. https://t.co/uSlyros4av,869984337038524417,https://twitter.com/AJEnglish/status/869984337038524417,3600
Wed May 31 18:30:02 +0000 2017,2017-05-31 18:30:02,144,0,CNN,92,CNN,President Trump's disbelief in climate science looms over the Paris agreement decision https://t.co/vohW17iQXw https://t.co/DIFClRXdUv,869984330847846401,https://twitter.com/CNN/status/869984330847846401,-14400
Wed May 31 18:30:02 +0000 2017,2017-05-31 18:30:02,11,0,The Telegraph,15,Telegraph,"Terrorists behind Birmingham pub bombings could be 'named and shamed' at inquest
https://t.co/RXQZXL3hXj",869984329509818371,https://twitter.com/Telegraph/status/869984329509818371,3600
